Longitude,Latitude,Field,Dataset,Product - Name,Obj. Id,Distance(ft),Track(deg),Duration(s),Elevation(ft),Time,Area Count,Swth Wdth(ft),Diff Status,Crop Flw(M)(lb/s),Moisture(%),Yld Mass(Wet)(lb/ac),Yld Vol(Wet)(bu/ac),Yld Mass(Dry)(lb/ac),Yld Vol(Dry)(bu/ac),Work State,Y Offset(ft),Sky Cond,Wind Speed(mph),Wind Dir,Air Temp(¡F),Humidity(%),Soil Tex,Soil Cond,Soil Moist,Crop Resid,Nozzle PN,Pass Num,Speed(mph),Prod(ac/h),Crop Flw(V)(bu/h),Date
-86.17167264,40.96773871,CHURCH17,15/10/09-17:40:57,SOYBEANS,75,4.255,90.3,1,818.66,10/9/15,On,30,Yes,13.7,14.9,4673.5,77.89,4571.4,76.19,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.901,10.55,821.77,10/9/15
-86.17165616,40.96773907,CHURCH17,15/10/09-17:40:57,SOYBEANS,76,4.177,88.3,1,818.87,10/9/15,On,30,Yes,11.18,15.1,3888.5,64.81,3794.7,63.24,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.848,10.35,671.09,10/9/15
-86.17164018,40.96773963,CHURCH17,15/10/09-17:40:57,SOYBEANS,77,4.209,87.4,1,818.98,10/9/15,On,30,Yes,8.134,14.9,2806,46.77,2744.7,45.75,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.87,10.44,488.07,10/9/15
-86.17162391,40.9677397,CHURCH17,15/10/09-17:40:57,SOYBEANS,78,4.18,89.7,1,819.07,10/9/15,On,30,Yes,8.363,16.1,2905.1,48.42,2801.6,46.69,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.85,10.36,501.76,10/9/15
-86.17160736,40.96773925,CHURCH17,15/10/09-17:40:57,SOYBEANS,79,4.242,92,1,819.26,10/9/15,On,30,Yes,10.97,16.7,3756.2,62.6,3596.5,59.94,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.892,10.52,658.44,10/9/15
-86.17159099,40.96773928,CHURCH17,15/10/09-17:40:57,SOYBEANS,80,4.226,89.9,1,819.38,10/9/15,On,30,Yes,13.01,17.4,4471.9,74.53,4245.7,70.76,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.881,10.48,780.86,10/9/15
-86.17157484,40.96773934,CHURCH17,15/10/09-17:40:57,SOYBEANS,81,4.255,89.7,1,819.58,10/9/15,On,30,Yes,10.4,15.5,3549.2,59.15,3447.2,57.45,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.901,10.55,624.08,10/9/15
-86.17155816,40.96773983,CHURCH17,15/10/09-17:40:57,SOYBEANS,82,4.285,87.7,1,819.77,10/9/15,On,30,Yes,9.611,14.3,3256.9,54.28,3208.3,53.47,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.921,10.62,576.66,10/9/15
-86.17154068,40.96774025,CHURCH17,15/10/09-17:40:57,SOYBEANS,83,4.495,88.2,1,819.97,10/9/15,On,30,Yes,9.961,14.8,3217.7,53.63,3151.2,52.52,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.065,11.14,597.64,10/9/15
-86.17152369,40.96774089,CHURCH17,15/10/09-17:40:57,SOYBEANS,84,4.495,87.1,1,820.11,10/9/15,On,30,Yes,7.995,15,2582.7,43.05,2523.3,42.06,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.065,11.14,479.69,10/9/15
-86.17150655,40.96774128,CHURCH17,15/10/09-17:40:57,SOYBEANS,85,4.465,88.3,1,820.13,10/9/15,On,30,Yes,8.335,15.2,2710.5,45.17,2641.9,44.03,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.044,11.07,500.12,10/9/15
-86.17148925,40.96774133,CHURCH17,15/10/09-17:40:57,SOYBEANS,86,4.508,89.8,1,820.37,10/9/15,On,30,Yes,7.152,14.5,2303.7,38.39,2264,37.73,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.074,11.18,429.12,10/9/15
-86.17147153,40.96774101,CHURCH17,15/10/09-17:40:57,SOYBEANS,87,4.446,91.4,1,820.41,10/9/15,On,30,Yes,9.8,14.5,3200.7,53.35,3145.5,52.43,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.031,11.02,587.97,10/9/15
-86.17145442,40.9677406,CHURCH17,15/10/09-17:40:57,SOYBEANS,88,4.554,91.8,1,820.57,10/9/15,On,30,Yes,11.12,14.9,3544.9,59.08,3467.5,57.79,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.105,11.29,667.06,10/9/15
-86.17143698,40.96774037,CHURCH17,15/10/09-17:40:57,SOYBEANS,89,4.465,91,1,820.7,10/9/15,On,30,Yes,11.74,15.1,3817.3,63.62,3725.2,62.09,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.044,11.07,704.34,10/9/15
-86.17141977,40.96774004,CHURCH17,15/10/09-17:40:57,SOYBEANS,90,4.505,91.4,1,820.82,10/9/15,On,30,Yes,11.49,14.7,3702.8,61.71,3630.4,60.51,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.071,11.17,689.24,10/9/15
-86.17140216,40.96773998,CHURCH17,15/10/09-17:40:57,SOYBEANS,91,4.508,90.3,1,821.19,10/9/15,On,30,Yes,8.501,14.5,2738.4,45.64,2691.1,44.85,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.074,11.18,510.09,10/9/15
-86.17138523,40.96773935,CHURCH17,15/10/09-17:40:57,SOYBEANS,92,4.452,92.8,1,821.21,10/9/15,On,30,Yes,5.976,14.8,1949,32.48,1908.7,31.81,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.036,11.04,358.56,10/9/15
-86.17136802,40.96773937,CHURCH17,15/10/09-17:40:57,SOYBEANS,93,4.377,89.9,1,821.42,10/9/15,On,30,Yes,7.352,15.2,2439.3,40.65,2377.6,39.63,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.984,10.85,441.15,10/9/15
-86.17135118,40.9677381,CHURCH17,15/10/09-17:40:57,SOYBEANS,94,4.377,95.7,1,821.37,10/9/15,On,30,Yes,11.8,15.3,3913.4,65.22,3809.9,63.5,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.984,10.85,707.75,10/9/15
-86.1713337,40.96773778,CHURCH17,15/10/09-17:40:57,SOYBEANS,95,4.357,91.4,1,821.51,10/9/15,On,30,Yes,12.48,15,4159.9,69.33,4064.2,67.74,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.971,10.8,748.94,10/9/15
-86.17131616,40.96773749,CHURCH17,15/10/09-17:40:57,SOYBEANS,96,4.426,91.3,1,821.52,10/9/15,On,30,Yes,12.86,14.2,4219.3,70.32,4161.1,69.35,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.018,10.97,771.66,10/9/15
-86.17129893,40.96773727,CHURCH17,15/10/09-17:40:57,SOYBEANS,97,4.426,91,1,821.57,10/9/15,On,30,Yes,12.82,14.5,4205.4,70.09,4132.9,68.88,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.018,10.97,769.11,10/9/15
-86.17128189,40.96773691,CHURCH17,15/10/09-17:40:57,SOYBEANS,98,4.403,91.6,1,821.56,10/9/15,On,30,Yes,11.43,14.8,3768.5,62.81,3690.6,61.51,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.002,10.92,685.64,10/9/15
-86.17126457,40.96773663,CHURCH17,15/10/09-17:40:57,SOYBEANS,99,4.429,91.2,1,821.6,10/9/15,On,30,Yes,12.48,14.7,4090.8,68.18,4010.9,66.85,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.02,10.98,748.71,10/9/15
-86.17124813,40.96773607,CHURCH17,15/10/09-17:40:57,SOYBEANS,100,4.321,92.6,1,821.63,10/9/15,On,30,Yes,12.34,13.7,4145.9,69.1,4112.5,68.54,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.946,10.71,740.24,10/9/15
-86.17123537,40.96773581,CHURCH17,15/10/09-17:40:57,SOYBEANS,101,3.56,91.5,1,821.71,10/9/15,On,30,Yes,13.97,13.9,5698,94.97,5639.1,93.98,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.427,8.826,838.15,10/9/15
-86.17121965,40.96773541,CHURCH17,15/10/09-17:40:57,SOYBEANS,102,3.94,91.9,1,821.77,10/9/15,On,30,Yes,13.94,14.3,5137.2,85.62,5060.5,84.34,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.687,9.769,836.45,10/9/15
-86.17120386,40.96773487,CHURCH17,15/10/09-17:40:57,SOYBEANS,103,4.052,92.6,1,821.87,10/9/15,On,30,Yes,11.67,14.2,4182.3,69.7,4124.6,68.74,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.763,10.05,700.24,10/9/15
-86.17118804,40.96773428,CHURCH17,15/10/09-17:40:57,SOYBEANS,104,4.144,92.8,1,821.92,10/9/15,On,30,Yes,9.787,13.7,3429.5,57.16,3401.9,56.7,In,0.0036,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.825,10.27,587.22,10/9/15
-86.17117052,40.96773326,CHURCH17,15/10/09-17:40:57,SOYBEANS,105,4.393,94.4,1,822.11,10/9/15,On,30,Yes,7.67,14,2535,42.25,2505.9,41.76,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.995,10.89,460.18,10/9/15
-86.17115337,40.9677315,CHURCH17,15/10/09-17:40:57,SOYBEANS,106,4.551,97.7,1,822.21,10/9/15,On,30,Yes,10.47,14.2,3340.4,55.67,3294.3,54.9,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.103,11.28,628.11,10/9/15
-86.17113653,40.96772876,CHURCH17,15/10/09-17:40:57,SOYBEANS,107,4.505,102.2,1,822.18,10/9/15,On,30,Yes,10.5,14.2,3383.5,56.39,3336.9,55.61,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.071,11.17,629.81,10/9/15
-86.17112011,40.9677253,CHURCH17,15/10/09-17:40:57,SOYBEANS,108,4.446,105.6,1,822.45,10/9/15,On,30,Yes,10.91,14,3563.7,59.4,3522.7,58.71,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.031,11.02,654.65,10/9/15
-86.17110396,40.96772158,CHURCH17,15/10/09-17:40:57,SOYBEANS,109,4.551,107,1,822.6,10/9/15,On,30,Yes,11.49,14.7,3667.3,61.12,3595.6,59.93,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.103,11.28,689.58,10/9/15
-86.17108825,40.96771748,CHURCH17,15/10/09-17:40:57,SOYBEANS,110,4.419,109.1,1,822.86,10/9/15,On,30,Yes,8.68,15.1,2851.9,47.53,2783.1,46.38,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,3.013,10.96,520.8,10/9/15
-86.17107882,40.96771451,CHURCH17,15/10/09-17:40:57,SOYBEANS,111,3.343,112.6,1,822.99,10/9/15,On,30,Yes,6.481,15,2814.6,46.91,2749.9,45.83,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,2.279,8.289,388.83,10/9/15
-86.17107882,40.96771451,CHURCH17,15/10/09-17:40:57,SOYBEANS,112,0.581,112.6,1,822.99,10/9/15,On,30,Yes,4.577,13.8,11444,190.73,11339,188.98,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,2,0.396,1.44,274.61,10/9/15
-86.17135521,40.96777308,CHURCH17,15/10/09-17:40:57,SOYBEANS,113,4.229,57.5,1,820.73,10/9/15,On,8.665,Yes,7.91,15.1,9403.1,156.72,9176.1,152.94,In,-10.65,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.883,3.028,474.6,10/9/15
-86.17134308,40.96777889,CHURCH17,15/10/09-17:40:57,SOYBEANS,114,3.93,57.6,1,820.87,10/9/15,On,12.01,Yes,6.46,15.2,5959.3,99.32,5808.6,96.81,In,-8.976,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.68,3.903,387.62,10/9/15
-86.17133007,40.96778486,CHURCH17,15/10/09-17:40:57,SOYBEANS,115,3.848,58.7,1,820.85,10/9/15,On,14.98,Yes,6.938,15.3,5241.4,87.36,5102.9,85.05,In,-7.494,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.624,4.766,416.3,10/9/15
-86.17131639,40.96779009,CHURCH17,15/10/09-17:40:57,SOYBEANS,116,3.881,63.1,1,820.73,10/9/15,On,17.64,Yes,7.211,13.8,4587.6,76.46,4545.4,75.76,In,-6.168,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.646,5.659,432.66,10/9/15
-86.17130124,40.96779421,CHURCH17,15/10/09-17:40:57,SOYBEANS,117,3.97,70.2,1,820.68,10/9/15,On,19.77,Yes,6.209,13.9,3445.8,57.43,3410.2,56.84,In,-5.106,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.707,6.486,372.51,10/9/15
-86.17128577,40.967798,CHURCH17,15/10/09-17:40:57,SOYBEANS,118,4.052,72,1,820.78,10/9/15,On,21.22,Yes,6.169,14.2,3125.3,52.09,3082.2,51.37,In,-4.381,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,3,2.763,7.106,370.13,10/9/15
-86.17126937,40.96780096,CHURCH17,15/10/09-17:40:57,SOYBEANS,119,4.154,76.6,1,820.75,10/9/15,On,22.72,Yes,5.757,14.3,2656.8,44.28,2617.1,43.62,In,-3.628,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.832,7.8,345.39,10/9/15
-86.17125371,40.96780337,CHURCH17,15/10/09-17:40:57,SOYBEANS,120,4.19,78.5,1,820.83,10/9/15,On,23.8,Yes,7.19,14.4,3141.3,52.35,3090.7,51.51,In,-3.092,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.857,8.24,431.42,10/9/15
-86.1712372,40.96780518,CHURCH17,15/10/09-17:40:57,SOYBEANS,121,4.321,81.7,1,820.94,10/9/15,On,24.77,Yes,8.556,14.5,3482.3,58.04,3422.2,57.04,In,-2.606,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.946,8.845,513.37,10/9/15
-86.1712203,40.96780646,CHURCH17,15/10/09-17:40:57,SOYBEANS,122,4.37,84.2,1,821.02,10/9/15,On,25.48,Yes,7.559,14.1,2957.6,49.29,2920.2,48.67,In,-2.257,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.98,9.201,453.55,10/9/15
-86.17120336,40.96780719,CHURCH17,15/10/09-17:40:57,SOYBEANS,123,4.367,86.7,1,821.07,10/9/15,On,26.04,Yes,8.206,14,3143.8,52.4,3107.6,51.79,In,-1.977,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.977,9.396,492.34,10/9/15
-86.17118661,40.96780704,CHURCH17,15/10/09-17:40:57,SOYBEANS,124,4.383,90.7,1,821.17,10/9/15,On,26.46,Yes,9.202,14.2,3455.7,57.59,3408,56.8,In,-1.763,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.989,9.586,552.11,10/9/15
-86.17116963,40.96780681,CHURCH17,15/10/09-17:40:57,SOYBEANS,125,4.403,91,1,821.27,10/9/15,On,26.57,Yes,13.76,14.4,5121.9,85.36,5039.4,83.99,In,-1.71,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.002,9.669,825.36,10/9/15
-86.17115293,40.96780575,CHURCH17,15/10/09-17:40:57,SOYBEANS,126,4.37,94.8,1,821.26,10/9/15,On,26.94,Yes,13.27,14.3,4909.8,81.83,4836.4,80.61,In,-1.524,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.98,9.729,796.15,10/9/15
-86.17113662,40.96780434,CHURCH17,15/10/09-17:40:57,SOYBEANS,127,4.37,96.5,1,821.48,10/9/15,On,26.99,Yes,10.43,13.6,3853.1,64.22,3826.5,63.78,In,-1.501,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,2.98,9.748,626.02,10/9/15
-86.17111986,40.9678025,CHURCH17,15/10/09-17:40:57,SOYBEANS,128,4.491,98.3,1,821.6,10/9/15,On,27.11,Yes,8.337,13.7,2982.4,49.71,2958.4,49.31,In,-1.439,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.062,10.06,500.19,10/9/15
-86.17110193,40.96779966,CHURCH17,15/10/09-17:40:57,SOYBEANS,129,4.708,101.8,1,821.83,10/9/15,On,27.49,Yes,8.055,14.2,2710.9,45.18,2673.5,44.56,In,-1.248,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.21,10.7,483.33,10/9/15
-86.17108463,40.96779606,CHURCH17,15/10/09-17:40:57,SOYBEANS,130,4.682,105.4,1,822.11,10/9/15,On,27.59,Yes,10.25,14.5,3455.1,57.59,3395.6,56.59,In,-1.2,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.192,10.68,614.78,10/9/15
-86.17106808,40.96779201,CHURCH17,15/10/09-17:40:57,SOYBEANS,131,4.708,107.9,1,822.42,10/9/15,On,27.62,Yes,11.42,14.3,3826.1,63.77,3768.9,62.82,In,-1.184,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.21,10.75,685.41,10/9/15
-86.17105101,40.96778842,CHURCH17,15/10/09-17:40:57,SOYBEANS,132,4.711,105.6,1,822.71,10/9/15,On,27.61,Yes,10.25,13,3432.4,57.21,3432.4,57.21,In,-1.185,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.212,10.75,615.09,10/9/15
-86.17103444,40.96778469,CHURCH17,15/10/09-17:40:57,SOYBEANS,133,4.675,106.6,1,823.04,10/9/15,On,27.98,Yes,8.416,12.9,2802.6,46.71,2802.6,46.71,In,-1.006,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.188,10.81,504.95,10/9/15
-86.17101663,40.96778174,CHURCH17,15/10/09-17:40:57,SOYBEANS,134,4.619,102.4,1,823.48,10/9/15,On,30,Yes,4.294,13.2,1349.8,22.5,1346.7,22.44,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,4,3.15,11.45,257.65,10/9/15
-86.17124615,40.96781719,CHURCH17,15/10/09-17:40:57,SOYBEANS,135,4.692,273.6,1,821.24,10/9/15,On,29.5,Yes,1.387,13.6,436.56,7.276,433.55,7.226,In,0.25,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.199,11.44,83.23,10/9/15
-86.17126539,40.96781837,CHURCH17,15/10/09-17:40:57,SOYBEANS,136,4.865,274.7,1,821.23,10/9/15,On,29.63,Yes,1.965,13.7,593.71,9.895,588.94,9.816,In,0.188,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.317,11.91,117.88,10/9/15
-86.17128513,40.96781942,CHURCH17,15/10/09-17:40:57,SOYBEANS,137,5.118,274,1,821.15,10/9/15,On,29.9,Yes,3.638,13.8,1035.6,17.26,1026.1,17.1,In,0.051,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.49,12.65,218.3,10/9/15
-86.17130466,40.96782059,CHURCH17,15/10/09-17:40:57,SOYBEANS,138,5.089,274.5,1,821.08,10/9/15,On,30,Yes,6.882,13.8,1963.7,32.73,1945.6,32.43,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.469,12.62,412.91,10/9/15
-86.17132445,40.96782144,CHURCH17,15/10/09-17:40:57,SOYBEANS,139,5.098,273.3,1,821.04,10/9/15,On,30,Yes,6.722,14,1914.3,31.9,1892.3,31.54,In,-4.20E-15,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.476,12.64,403.29,10/9/15
-86.17134426,40.96782188,CHURCH17,15/10/09-17:40:57,SOYBEANS,140,5.118,271.7,1,820.92,10/9/15,On,30,Yes,8.794,13.9,2494.9,41.58,2469,41.15,In,0,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.49,12.69,527.64,10/9/15
-86.1713647,40.96782181,CHURCH17,15/10/09-17:40:57,SOYBEANS,141,5.095,269.8,1,820.88,10/9/15,On,30,Yes,8.698,12.8,2478.8,41.31,2478.8,41.31,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.474,12.63,521.9,10/9/15
-86.17138459,40.96782126,CHURCH17,15/10/09-17:40:57,SOYBEANS,142,5.085,267.9,1,820.78,10/9/15,On,30,Yes,10.58,13.1,3021.6,50.36,3018.1,50.3,In,2.59E-09,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.467,12.61,634.94,10/9/15
-86.17140469,40.96782136,CHURCH17,15/10/09-17:40:57,SOYBEANS,143,5.125,270.4,1,820.57,10/9/15,On,29.82,Yes,11.1,13.4,3164.3,52.74,3149.8,52.5,In,0.091,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.494,12.63,666.06,10/9/15
-86.17142514,40.96782158,CHURCH17,15/10/09-17:40:57,SOYBEANS,144,5.128,270.8,1,820.4,10/9/15,On,29.71,Yes,11.01,13.2,3149.4,52.49,3142.1,52.37,In,0.146,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.496,12.59,660.85,10/9/15
-86.17144583,40.96782204,CHURCH17,15/10/09-17:40:57,SOYBEANS,145,5.174,271.7,1,820.2,10/9/15,On,29.7,Yes,11.8,13,3344.6,55.74,3344.6,55.74,In,0.148,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.528,12.7,708.03,10/9/15
-86.17146629,40.96782235,CHURCH17,15/10/09-17:40:57,SOYBEANS,146,5.118,271.2,1,819.89,10/9/15,On,29.76,Yes,11.19,13.4,3201.4,53.36,3186.7,53.11,In,0.124,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.49,12.59,671.66,10/9/15
-86.17148557,40.96782245,CHURCH17,15/10/09-17:40:57,SOYBEANS,147,5.059,270.4,1,819.67,10/9/15,On,29.74,Yes,11.26,13.7,3261.3,54.35,3235,53.92,In,0.131,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.449,12.43,675.81,10/9/15
-86.17150439,40.96782281,CHURCH17,15/10/09-17:40:57,SOYBEANS,148,4.892,271.5,1,819.44,10/9/15,On,29.71,Yes,11.3,13.3,3387.9,56.46,3376.2,56.27,In,0.148,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.335,12.01,678.15,10/9/15
-86.1715231,40.96782303,CHURCH17,15/10/09-17:40:57,SOYBEANS,149,4.872,270.9,1,819.28,10/9/15,On,29.8,Yes,11.97,13.2,3590.4,59.84,3582.2,59.7,In,0.104,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.322,12,717.94,10/9/15
-86.1715419,40.96782285,CHURCH17,15/10/09-17:40:57,SOYBEANS,150,4.902,269.3,1,819.07,10/9/15,On,30,Yes,11.98,13.8,3550.3,59.17,3517.7,58.63,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.342,12.15,719.1,10/9/15
-86.17156097,40.96782254,CHURCH17,15/10/09-17:40:57,SOYBEANS,151,4.865,268.8,1,818.95,10/9/15,On,30,Yes,12.29,13.8,3667.9,61.13,3634.2,60.57,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.317,12.06,737.44,10/9/15
-86.17157932,40.967822,CHURCH17,15/10/09-17:40:57,SOYBEANS,152,4.865,267.8,1,818.79,10/9/15,On,30,Yes,13.52,13.3,4034.2,67.24,4020.3,67,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.317,12.06,811.08,10/9/15
-86.17159793,40.96782221,CHURCH17,15/10/09-17:40:57,SOYBEANS,153,4.902,270.9,1,818.72,10/9/15,On,30,Yes,13.29,13.6,3936.9,65.61,3909.7,65.16,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.342,12.15,797.39,10/9/15
-86.17161684,40.9678222,CHURCH17,15/10/09-17:40:57,SOYBEANS,154,4.856,270,1,818.49,10/9/15,On,30,Yes,12.55,14,3753.5,62.56,3710.3,61.84,In,-0.00046,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.311,12.04,753.12,10/9/15
-86.17163557,40.96782202,CHURCH17,15/10/09-17:40:57,SOYBEANS,155,4.895,269.2,1,818.43,10/9/15,On,30,Yes,11.73,13.7,3478.9,57.98,3451,57.52,In,0.00045,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.338,12.14,703.69,10/9/15
-86.17165482,40.9678219,CHURCH17,15/10/09-17:40:57,SOYBEANS,156,4.895,269.5,1,818.29,10/9/15,On,30,Yes,12.07,13.3,3581.1,59.69,3568.8,59.48,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.338,12.14,724.36,10/9/15
-86.17167382,40.96782163,CHURCH17,15/10/09-17:40:57,SOYBEANS,157,4.905,268.9,1,818.18,10/9/15,On,30,Yes,12.73,13.6,3767.1,62.78,3741.1,62.35,In,0.0041,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.344,12.16,763.51,10/9/15
-86.17169252,40.96782153,CHURCH17,15/10/09-17:40:57,SOYBEANS,158,4.882,269.6,1,818.01,10/9/15,On,30,Yes,12.1,13.8,3599.8,60,3566.7,59.45,In,0.0018,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.329,12.1,726.19,10/9/15
-86.17171166,40.96782122,CHURCH17,15/10/09-17:40:57,SOYBEANS,159,4.852,268.8,1,817.92,10/9/15,On,30,Yes,11.7,13.3,3500,58.33,3487.9,58.13,In,0.0032,Unknown,0,Unknown,-459.67,0,None,Unknown,Unknown,Unknown,,5,3.308,12.03,701.78,10/9/15
